"STUDYID","DOMAIN","RDOMAIN","USUBJID","POOLID","COSEQ","IDVAR","IDVARVAL","COREF","COVAL","COEVAL","CODTC","CODY"
"GLP003","CO","CL","107001447",NA,227,"CLSEQ","3821",NA,"Haircoat stained red on muzzle.",NA,NA,NA
"GLP003","CO","CL","107001447",NA,228,"CLSEQ","3822",NA,"Haircoat stained red on muzzle.",NA,NA,NA
"GLP003","CO","CL","107001414",NA,229,"CLSEQ","3844",NA,"Fractured upper incisors. Good prognosis. Re-examine as needed to trim lower teeth. Keep on powdered feed until teeth grow back in.",NA,NA,NA
"GLP003","CO","CL","107001414",NA,230,"CLSEQ","3871",NA,"Haircoat stained yellow on perigenital area.",NA,NA,NA
"GLP003","CO","CL","107001414",NA,231,"CLSEQ","3872",NA,"Haircoat stained yellow on perigenital area.",NA,NA,NA
"GLP003","CO","CL","107001414",NA,232,"CLSEQ","3873",NA,"Haircoat stained yellow on perigenital area.",NA,NA,NA
"GLP003","CO","CL","107001414",NA,233,"CLSEQ","3874",NA,"Haircoat stained yellow on perigenital area.",NA,NA,NA
"GLP003","CO","CL","107001414",NA,234,"CLSEQ","3876",NA,"Both upper incisors broken.",NA,NA,NA
"GLP003","CO","CL","107001414",NA,235,"CLSEQ","3877",NA,"Both upper incisors broken.",NA,NA,NA
"GLP003","CO","CL","107001414",NA,236,"CLSEQ","3878",NA,"Both upper incisors broken.",NA,NA,NA
"GLP003","CO","CL","107001414",NA,237,"CLSEQ","3879",NA,"Both upper incisors broken.",NA,NA,NA
"GLP003","CO","CL","107001414",NA,238,"CLSEQ","3880",NA,"Both upper incisors broken.",NA,NA,NA
"GLP003","CO","CL","107001414",NA,239,"CLSEQ","3881",NA,"Both upper incisors broken.",NA,NA,NA
"GLP003","CO","CL","107001414",NA,240,"CLSEQ","3882",NA,"Both upper incisors broken.",NA,NA,NA
"GLP003","CO","CL","107001414",NA,241,"CLSEQ","3883",NA,"Both upper incisors broken.",NA,NA,NA
"GLP003","CO","CL","107001414",NA,242,"CLSEQ","3884",NA,"Both upper incisors broken.",NA,NA,NA
"GLP003","CO","CL","107001414",NA,243,"CLSEQ","3885",NA,"Both upper incisors broken.",NA,NA,NA
"GLP003","CO","CL","107001414",NA,244,"CLSEQ","3886",NA,"Both upper incisors broken.",NA,NA,NA
"GLP003","CO","CL","107001414",NA,245,"CLSEQ","3887",NA,"Both upper incisors broken.",NA,NA,NA
"GLP003","CO","CL","107001414",NA,246,"CLSEQ","3889",NA,"Both upper incisors broken.",NA,NA,NA
"GLP003","CO","CL","107001414",NA,247,"CLSEQ","3890",NA,"Both upper incisors broken.",NA,NA,NA
"GLP003","CO","CL","107001414",NA,248,"CLSEQ","3891",NA,"Both upper incisors broken.",NA,NA,NA
"GLP003","CO","CL","107001414",NA,249,"CLSEQ","3892",NA,"Both upper incisors broken.",NA,NA,NA
"GLP003","CO","CL","107001414",NA,250,"CLSEQ","3893",NA,"Both upper incisors broken.",NA,NA,NA
"GLP003","CO","CL","107001414",NA,251,"CLSEQ","3894",NA,"Both upper incisors broken.",NA,NA,NA
"GLP003","CO","CL","107001414",NA,252,"CLSEQ","3896",NA,"Both upper incisors broken. Haircoat stained yellow and wet on perigenital area.",NA,NA,NA
"GLP003","CO","CL","107001414",NA,253,"CLSEQ","3897",NA,"Both upper incisors broken. Haircoat stained yellow and wet on perigenital area.",NA,NA,NA
"GLP003","CO","CL","107001414",NA,254,"CLSEQ","3898",NA,"Both upper incisors broken. Haircoat stained yellow and wet on perigenital area.",NA,NA,NA
"GLP003","CO","CL","107001414",NA,255,"CLSEQ","3899",NA,"Both upper incisors broken. Haircoat stained yellow and wet on perigenital area.",NA,NA,NA
"GLP003","CO","CL","107001414",NA,256,"CLSEQ","3900",NA,"Both upper incisors broken. Haircoat stained yellow and wet on perigenital area.",NA,NA,NA
"GLP003","CO","CL","107001414",NA,257,"CLSEQ","3901",NA,"Both upper incisors broken. Haircoat stained yellow and wet on perigenital area.",NA,NA,NA
"GLP003","CO","CL","107001414",NA,258,"CLSEQ","3902",NA,"Both upper incisors broken. Haircoat stained yellow and wet on perigenital area.",NA,NA,NA
"GLP003","CO","CL","107001414",NA,259,"CLSEQ","3903",NA,"Both upper incisors broken. Haircoat stained yellow and wet on perigenital area.",NA,NA,NA
"GLP003","CO","CL","107001414",NA,260,"CLSEQ","3904",NA,"Both upper incisors broken. Haircoat stained yellow and wet on perigenital area.",NA,NA,NA
"GLP003","CO","CL","107001414",NA,261,"CLSEQ","3905",NA,"Both upper incisors broken. Haircoat stained yellow and wet on perigenital area.",NA,NA,NA
"GLP003","CO","CL","107001414",NA,262,"CLSEQ","3907",NA,"Both upper incisors broken. Haircoat stained yellow and wet on perigenital area.",NA,NA,NA
"GLP003","CO","CL","107001414",NA,263,"CLSEQ","3908",NA,"Both upper incisors broken. Haircoat stained yellow and wet on perigenital area.",NA,NA,NA
"GLP003","CO","CL","107001414",NA,264,"CLSEQ","3909",NA,"Both upper incisors broken. Haircoat stained yellow and wet on perigenital area.",NA,NA,NA
"GLP003","CO","CL","107001414",NA,265,"CLSEQ","3910",NA,"Both upper incisors broken. Haircoat stained yellow and wet on perigenital area.",NA,NA,NA
"GLP003","CO","CL","107001414",NA,266,"CLSEQ","3911",NA,"Both upper incisors broken. Haircoat stained yellow and wet on perigenital area.",NA,NA,NA
"GLP003","CO","CL","107001414",NA,267,"CLSEQ","3912",NA,"Both upper incisors broken. Haircoat stained yellow and wet on perigenital area.",NA,NA,NA
"GLP003","CO","CL","107001414",NA,268,"CLSEQ","3913",NA,"Both upper incisors broken. Haircoat stained yellow and wet on perigenital area.",NA,NA,NA
"GLP003","CO","CL","107001414",NA,269,"CLSEQ","3914",NA,"Both upper incisors broken. Haircoat stained yellow and wet on perigenital area.",NA,NA,NA
"GLP003","CO","CL","107001414",NA,270,"CLSEQ","3915",NA,"Both upper incisors broken. Haircoat stained yellow and wet on perigenital area.",NA,NA,NA
"GLP003","CO","CL","107001414",NA,271,"CLSEQ","3916",NA,"Both upper incisors broken. Haircoat stained yellow and wet on perigenital area.",NA,NA,NA
"GLP003","CO","CL","107001414",NA,272,"CLSEQ","3917",NA,"Both upper incisors broken. Haircoat stained yellow and wet on perigenital area.",NA,NA,NA
"GLP003","CO","CL","107001414",NA,273,"CLSEQ","3918",NA,"Both upper incisors broken. Haircoat stained yellow and wet on perigenital area.",NA,NA,NA
"GLP003","CO","CL","107001414",NA,274,"CLSEQ","3919",NA,"Both upper incisors broken. Haircoat stained yellow and wet on perigenital area.",NA,NA,NA
"GLP003","CO","CL","107001414",NA,275,"CLSEQ","3920",NA,"Both upper incisors broken. Haircoat stained yellow and wet on perigenital area.",NA,NA,NA
"GLP003","CO","CL","107001414",NA,276,"CLSEQ","3921",NA,"Both upper incisors broken. Haircoat stained yellow and wet on perigenital area.",NA,NA,NA
"GLP003","CO","CL","107001414",NA,277,"CLSEQ","3922",NA,"Both upper incisors broken. Haircoat stained yellow and wet on perigenital area.",NA,NA,NA
"GLP003","CO","CL","107001414",NA,278,"CLSEQ","3923",NA,"Both upper incisors broken. Haircoat stained yellow and wet on perigenital area.",NA,NA,NA
"GLP003","CO","CL","107001414",NA,279,"CLSEQ","3924",NA,"Both upper incisors broken. Haircoat stained yellow and wet on perigenital area.",NA,NA,NA
"GLP003","CO","CL","107001414",NA,280,"CLSEQ","3925",NA,"Both upper incisors broken. Haircoat stained yellow and wet on perigenital area.",NA,NA,NA
"GLP003","CO","CL","107001414",NA,281,"CLSEQ","3926",NA,"Both upper incisors broken. Haircoat stained yellow and wet on perigenital area.",NA,NA,NA
"GLP003","CO","CL","107001414",NA,282,"CLSEQ","3927",NA,"Both upper incisors broken. Haircoat stained yellow and wet on perigenital area.",NA,NA,NA
"GLP003","CO","CL","107001414",NA,283,"CLSEQ","3928",NA,"Both upper incisors broken. Haircoat stained yellow and wet on perigenital area.",NA,NA,NA
"GLP003","CO","CL","107001414",NA,284,"CLSEQ","3929",NA,"Both upper incisors broken. Haircoat stained yellow and wet on perigenital area.",NA,NA,NA
"GLP003","CO","CL","107001414",NA,285,"CLSEQ","3930",NA,"Both upper incisors broken. Haircoat stained yellow and wet on perigenital area.",NA,NA,NA
"GLP003","CO","CL","107001414",NA,286,"CLSEQ","3931",NA,"Both upper incisors broken. Haircoat stained yellow and wet on perigenital area.",NA,NA,NA
"GLP003","CO","CL","107001414",NA,287,"CLSEQ","3932",NA,"Both upper incisors broken. Haircoat stained yellow and wet on perigenital area.",NA,NA,NA
"GLP003","CO","CL","107001414",NA,288,"CLSEQ","3933",NA,"Both upper incisors broken. Haircoat stained yellow and wet on perigenital area.",NA,NA,NA
"GLP003","CO","CL","107001414",NA,289,"CLSEQ","3934",NA,"Both upper incisors broken. Haircoat stained yellow and wet on perigenital area.",NA,NA,NA
"GLP003","CO","CL","107001414",NA,290,"CLSEQ","3935",NA,"Both upper incisors broken. Haircoat stained yellow and wet on perigenital area.",NA,NA,NA
"GLP003","CO","CL","107001414",NA,291,"CLSEQ","3936",NA,"Both upper incisors broken. Haircoat stained yellow and wet on perigenital area.",NA,NA,NA
"GLP003","CO","CL","107001414",NA,292,"CLSEQ","3937",NA,"Both upper incisors broken.",NA,NA,NA
"GLP003","CO","CL","107001414",NA,293,"CLSEQ","3938",NA,"Both upper incisors broken.",NA,NA,NA
"GLP003","CO","CL","107001414",NA,294,"CLSEQ","3939",NA,"Both upper incisors broken.",NA,NA,NA
"GLP003","CO","CL","107001414",NA,295,"CLSEQ","3940",NA,"Both upper incisors broken.",NA,NA,NA
"GLP003","CO","CL","107001414",NA,296,"CLSEQ","3941",NA,"Both upper incisors broken.",NA,NA,NA
"GLP003","CO","CL","107001414",NA,297,"CLSEQ","3942",NA,"Both upper incisors broken.",NA,NA,NA
"GLP003","CO","CL","107001414",NA,298,"CLSEQ","3943",NA,"Both upper incisors broken.",NA,NA,NA
"GLP003","CO","CL","107001414",NA,299,"CLSEQ","3944",NA,"Both upper incisors broken.",NA,NA,NA
"GLP003","CO","CL","107001414",NA,300,"CLSEQ","3945",NA,"Both upper incisors broken.",NA,NA,NA
"GLP003","CO","CL","107001414",NA,301,"CLSEQ","3946",NA,"Both upper incisors broken.",NA,NA,NA
"GLP003","CO","CL","107001414",NA,302,"CLSEQ","3947",NA,"Both upper incisors broken.",NA,NA,NA
"GLP003","CO","CL","107001414",NA,303,"CLSEQ","3948",NA,"Both upper incisors broken.",NA,NA,NA
"GLP003","CO","CL","107001414",NA,304,"CLSEQ","3949",NA,"Both upper incisors broken.",NA,NA,NA
"GLP003","CO","CL","107001414",NA,305,"CLSEQ","3950",NA,"Both upper incisors broken.",NA,NA,NA
"GLP003","CO","CL","107001414",NA,306,"CLSEQ","3951",NA,"Both upper incisors broken.",NA,NA,NA
"GLP003","CO","CL","107001414",NA,307,"CLSEQ","3952",NA,"Both upper incisors broken.",NA,NA,NA
"GLP003","CO","CL","107001414",NA,308,"CLSEQ","3953",NA,"Both upper incisors broken.",NA,NA,NA
"GLP003","CO","CL","107001454",NA,309,"CLSEQ","4023",NA,"Wet haircoat around mouth.",NA,NA,NA
"GLP003","CO","CL","107001355",NA,310,"CLSEQ","4098",NA,"Wet haircoat around mouth.",NA,NA,NA
"GLP003","CO","CL","107001424",NA,311,"CLSEQ","4173",NA,"Haircoat stained red around mouth.",NA,NA,NA
"GLP003","CO","CL","107001438",NA,312,"CLSEQ","4194",NA,"multiple abrasions on both forelimbs",NA,NA,NA
"GLP003","CO","CL","107001438",NA,313,"CLSEQ","4195",NA,"multiple abrasions on both forelimbs",NA,NA,NA
"GLP003","CO","CL","107001438",NA,314,"CLSEQ","4204",NA,"Multiple abrasions on both forelimbs.",NA,NA,NA
"GLP003","CO","CL","107001438",NA,315,"CLSEQ","4205",NA,"Multiple abrasions on both forelimbs.",NA,NA,NA
"GLP003","CO","CL","107001438",NA,316,"CLSEQ","4206",NA,"Multiple abrasions on both forelimbs.",NA,NA,NA
"GLP003","CO","CL","107001438",NA,317,"CLSEQ","4207",NA,"Multiple abrasions on both forelimbs.",NA,NA,NA
"GLP003","CO","CL","107001438",NA,318,"CLSEQ","4208",NA,"Multiple abrasions on both forelimbs.",NA,NA,NA
"GLP003","CO","CL","107001438",NA,319,"CLSEQ","4209",NA,"Multiple abrasions on both forelimbs.",NA,NA,NA
"GLP003","CO","CL","107001438",NA,320,"CLSEQ","4210",NA,"Multiple abrasions on both forelimbs.",NA,NA,NA
"GLP003","CO","CL","107001438",NA,321,"CLSEQ","4211",NA,"Multiple abrasions on both forelimbs.",NA,NA,NA
"GLP003","CO","CL","107001438",NA,322,"CLSEQ","4212",NA,"Multiple abrasions on both forelimbs.",NA,NA,NA
"GLP003","CO","CL","107001398",NA,323,"CLSEQ","4408",NA,"Wet haircoat around mouth.",NA,NA,NA
"GLP003","CO","CL","107001398",NA,324,"CLSEQ","4409",NA,"Wet haircoat around mouth.",NA,NA,NA
"GLP003","CO","CL","107001517",NA,325,"CLSEQ","4588",NA,"Haircoat wet and stained yellow on perigenital area.",NA,NA,NA
"GLP003","CO","CL","107001517",NA,326,"CLSEQ","4589",NA,"Haircoat wet and stained yellow on perigenital area.",NA,NA,NA
"GLP003","CO","CL","107001517",NA,327,"CLSEQ","4591",NA,"Haircoat stained red on muzzle and yellow, perigenital.",NA,NA,NA
"GLP003","CO","CL","107001517",NA,328,"CLSEQ","4592",NA,"Haircoat stained red on muzzle and yellow, perigenital.",NA,NA,NA
"GLP003","CO","CL","107001517",NA,329,"CLSEQ","4593",NA,"Haircoat stained yellow and wet on perigenital area.",NA,NA,NA
"GLP003","CO","CL","107001517",NA,330,"CLSEQ","4594",NA,"Haircoat stained yellow and wet on perigenital area.",NA,NA,NA
"GLP003","CO","CL","107001545",NA,331,"CLSEQ","4609",NA,"Haircoat stained red on head.",NA,NA,NA
"GLP003","CO","CL","107001545",NA,332,"CLSEQ","4610",NA,"Haircoat stained red on head.",NA,NA,NA
"GLP003","CO","CL","107001545",NA,333,"CLSEQ","4611",NA,"Haircoat stained red on head.",NA,NA,NA
"GLP003","CO","CL","107001545",NA,334,"CLSEQ","4612",NA,"Haircoat stained red on head.",NA,NA,NA
"GLP003","CO","CL","107001545",NA,335,"CLSEQ","4613",NA,"Haircoat stained red on head.",NA,NA,NA
"GLP003","CO","CL","107001545",NA,336,"CLSEQ","4614",NA,"Haircoat stained red on head.",NA,NA,NA
"GLP003","CO","CL","107001545",NA,337,"CLSEQ","4615",NA,"Haircoat stained red on head.",NA,NA,NA
"GLP003","CO","CL","107001545",NA,338,"CLSEQ","4616",NA,"Haircoat stained red on head.",NA,NA,NA
"GLP003","CO","CL","107001545",NA,339,"CLSEQ","4617",NA,"Haircoat stained red on head.",NA,NA,NA
"GLP003","CO","CL","107001545",NA,340,"CLSEQ","4618",NA,"Haircoat stained red on head.",NA,NA,NA
"GLP003","CO","CL","107001545",NA,341,"CLSEQ","4619",NA,"Haircoat stained red on head.",NA,NA,NA
"GLP003","CO","CL","107001545",NA,342,"CLSEQ","4620",NA,"Haircoat stained red on head.",NA,NA,NA
"GLP003","CO","CL","107001545",NA,343,"CLSEQ","4621",NA,"Haircoat stained red on head.",NA,NA,NA
"GLP003","CO","CL","107001545",NA,344,"CLSEQ","4622",NA,"Haircoat stained red on head.",NA,NA,NA
"GLP003","CO","CL","107001545",NA,345,"CLSEQ","4623",NA,"Haircoat stained red on head.",NA,NA,NA
"GLP003","CO","CL","107001545",NA,346,"CLSEQ","4624",NA,"Haircoat stained red on head.",NA,NA,NA
"GLP003","CO","CL","107001545",NA,347,"CLSEQ","4625",NA,"Haircoat stained red on head.",NA,NA,NA
"GLP003","CO","CL","107001545",NA,348,"CLSEQ","4626",NA,"Haircoat stained red on head.",NA,NA,NA
"GLP003","CO","CL","107001545",NA,349,"CLSEQ","4627",NA,"Haircoat stained red on head.",NA,NA,NA
"GLP003","CO","CL","107001545",NA,350,"CLSEQ","4628",NA,"Haircoat stained red on head.",NA,NA,NA
"GLP003","CO","CL","107001545",NA,351,"CLSEQ","4629",NA,"Haircoat stained red on head.",NA,NA,NA
"GLP003","CO","CL","107001545",NA,352,"CLSEQ","4630",NA,"Haircoat stained red on head.",NA,NA,NA
"GLP003","CO","CL","107001545",NA,353,"CLSEQ","4631",NA,"Haircoat stained red on head.",NA,NA,NA
"GLP003","CO","CL","107001545",NA,354,"CLSEQ","4632",NA,"Haircoat stained red on head.",NA,NA,NA
"GLP003","CO","CL","107001545",NA,355,"CLSEQ","4633",NA,"Haircoat stained red on head.",NA,NA,NA
"GLP003","CO","CL","107001545",NA,356,"CLSEQ","4634",NA,"Ears stained red.",NA,NA,NA
"GLP003","CO","CL","107001545",NA,357,"CLSEQ","4635",NA,"Ears stained red.",NA,NA,NA
"GLP003","CO","CL","107001545",NA,358,"CLSEQ","4636",NA,"Ears stained red.",NA,NA,NA
"GLP003","CO","CL","107001545",NA,359,"CLSEQ","4637",NA,"Ears stained red.",NA,NA,NA
"GLP003","CO","CL","107001545",NA,360,"CLSEQ","4638",NA,"Ears stained red.",NA,NA,NA
"GLP003","CO","CL","107001545",NA,361,"CLSEQ","4639",NA,"Ears stained red.",NA,NA,NA
"GLP003","CO","CL","107001643",NA,362,"CLSEQ","4781",NA,"Haircoat stained red around mouth.",NA,NA,NA
"GLP003","CO","CL","107001643",NA,363,"CLSEQ","4784",NA,"Haircoat stained red on muzzle.",NA,NA,NA
"GLP003","CO","CL","107001643",NA,364,"CLSEQ","4785",NA,"Haircoat stained red on muzzle.",NA,NA,NA
"GLP003","CO","CL","107001515",NA,365,"CLSEQ","4817",NA,"Haircoat wet and stained yellow on perigenital area.",NA,NA,NA
"GLP003","CO","CL","107001515",NA,366,"CLSEQ","4818",NA,"Haircoat wet and stained yellow on perigenital area.",NA,NA,NA
"GLP003","CO","CL","107001515",NA,367,"CLSEQ","4819",NA,"Haircoat stained red on muzzle.",NA,NA,NA
"GLP003","CO","CL","107001521",NA,368,"CLSEQ","4853",NA,"Haircoat stained red around mouth.",NA,NA,NA
"GLP003","CO","CL","107001521",NA,369,"CLSEQ","4854",NA,"Haircoat stained red around mouth.",NA,NA,NA
"GLP003","CO","CL","107001521",NA,370,"CLSEQ","4855",NA,"Haircoat stained red around mouth.",NA,NA,NA
"GLP003","CO","CL","107001521",NA,371,"CLSEQ","4856",NA,"Haircoat stained red around mouth.",NA,NA,NA
"GLP003","CO","CL","107001521",NA,372,"CLSEQ","4857",NA,"Haircoat stained red around mouth.",NA,NA,NA
"GLP003","CO","CL","107001521",NA,373,"CLSEQ","4858",NA,"Haircoat stained red around mouth.",NA,NA,NA
"GLP003","CO","CL","107001521",NA,374,"CLSEQ","4859",NA,"Haircoat stained red around mouth.",NA,NA,NA
"GLP003","CO","CL","107001521",NA,375,"CLSEQ","4860",NA,"Haircoat stained red around mouth.",NA,NA,NA
"GLP003","CO","CL","107001521",NA,376,"CLSEQ","4862",NA,"Haircoat stained red around mouth.",NA,NA,NA
"GLP003","CO","CL","107001521",NA,377,"CLSEQ","4863",NA,"Haircoat stained red around mouth.",NA,NA,NA
"GLP003","CO","CL","107001566",NA,378,"CLSEQ","4966",NA,"focal scab right commisure of mouth",NA,NA,NA
"GLP003","CO","CL","107001566",NA,379,"CLSEQ","4967",NA,"focal scab right commisure of mouth",NA,NA,NA
"GLP003","CO","CL","107001566",NA,380,"CLSEQ","4968",NA,"focal scab right commisure of mouth",NA,NA,NA
"GLP003","CO","CL","107001566",NA,381,"CLSEQ","4978",NA,"Scab located on lower right corner of mouth.",NA,NA,NA
"GLP003","CO","CL","107001566",NA,382,"CLSEQ","4979",NA,"Scab located on lower right corner of mouth.",NA,NA,NA
"GLP003","CO","CL","107001566",NA,383,"CLSEQ","4980",NA,"Scab located on lower right corner of mouth.",NA,NA,NA
"GLP003","CO","CL","107001566",NA,384,"CLSEQ","4981",NA,"Scab located on lower right corner of mouth.",NA,NA,NA
"GLP003","CO","CL","107001566",NA,385,"CLSEQ","4982",NA,"Scab located on lower right corner of mouth.",NA,NA,NA
"GLP003","CO","CL","107001566",NA,386,"CLSEQ","4983",NA,"Scab located on lower right corner of mouth.",NA,NA,NA
"GLP003","CO","CL","107001566",NA,387,"CLSEQ","4984",NA,"Scab located on lower right corner of mouth.",NA,NA,NA
"GLP003","CO","CL","107001566",NA,388,"CLSEQ","4985",NA,"Scab located on lower right corner of mouth.",NA,NA,NA
"GLP003","CO","CL","107001566",NA,389,"CLSEQ","4986",NA,"Scab located on lower right corner of mouth.",NA,NA,NA
"GLP003","CO","CL","107001566",NA,390,"CLSEQ","4987",NA,"Scab located on lower right corner of mouth.",NA,NA,NA
"GLP003","CO","CL","107001566",NA,391,"CLSEQ","4988",NA,"Scab located on lower right corner of mouth.",NA,NA,NA
"GLP003","CO","CL","107001566",NA,392,"CLSEQ","4989",NA,"Scab located on lower right corner of mouth.",NA,NA,NA
"GLP003","CO","CL","107001566",NA,393,"CLSEQ","4990",NA,"Scab located on lower right corner of mouth. Haircoat stained red on left shoulder.",NA,NA,NA
"GLP003","CO","CL","107001566",NA,394,"CLSEQ","4991",NA,"Scab located on lower right corner of mouth. Haircoat stained red on left shoulder.",NA,NA,NA
"GLP003","CO","CL","107001566",NA,395,"CLSEQ","4992",NA,"Scab located on lower right corner of mouth. Haircoat stained red on left shoulder.",NA,NA,NA
"GLP003","CO","CL","107001566",NA,396,"CLSEQ","4993",NA,"Scab located on lower right corner of mouth. Haircoat stained red on left shoulder.",NA,NA,NA
"GLP003","CO","CL","107001566",NA,397,"CLSEQ","4994",NA,"Scab located on lower right corner of mouth. Haircoat stained red on left shoulder.",NA,NA,NA
"GLP003","CO","CL","107001566",NA,398,"CLSEQ","4995",NA,"Scab located on lower right corner of mouth. Haircoat stained red on left shoulder.",NA,NA,NA
"GLP003","CO","CL","107001566",NA,399,"CLSEQ","4996",NA,"Scab located on lower right corner of mouth. Haircoat stained red on left shoulder.",NA,NA,NA
"GLP003","CO","CL","107001566",NA,400,"CLSEQ","4997",NA,"Scab located on lower right corner of mouth. Haircoat stained red on left shoulder.",NA,NA,NA
"GLP003","CO","CL","107001566",NA,401,"CLSEQ","4998",NA,"Scab located on lower right corner of mouth. Haircoat stained red on left shoulder.",NA,NA,NA
"GLP003","CO","CL","107001566",NA,402,"CLSEQ","4999",NA,"Scab located on lower right corner of mouth. Haircoat stained red on left shoulder.",NA,NA,NA
"GLP003","CO","CL","107001566",NA,403,"CLSEQ","5000",NA,"Scab located on lower right corner of mouth. Haircoat stained red on left shoulder.",NA,NA,NA
"GLP003","CO","CL","107001566",NA,404,"CLSEQ","5001",NA,"Scab located on lower right corner of mouth. Haircoat stained red on left shoulder.",NA,NA,NA
"GLP003","CO","CL","107001566",NA,405,"CLSEQ","5002",NA,"Haircoat stained red on left shoulder.",NA,NA,NA
"GLP003","CO","CL","107001566",NA,406,"CLSEQ","5003",NA,"Haircoat stained red on left shoulder.",NA,NA,NA
"GLP003","CO","CL","107001566",NA,407,"CLSEQ","5004",NA,"Haircoat stained red on left shoulder.",NA,NA,NA
"GLP003","CO","CL","107001566",NA,408,"CLSEQ","5005",NA,"Haircoat stained red on left shoulder.",NA,NA,NA
"GLP003","CO","CL","107001566",NA,409,"CLSEQ","5006",NA,"Haircoat stained red on left shoulder.",NA,NA,NA
"GLP003","CO","CL","107001566",NA,410,"CLSEQ","5007",NA,"Haircoat stained red on left shoulder.",NA,NA,NA
"GLP003","CO","CL","107001566",NA,411,"CLSEQ","5008",NA,"Haircoat stained red on left shoulder.",NA,NA,NA
"GLP003","CO","CL","107001566",NA,412,"CLSEQ","5009",NA,"Haircoat stained red on left shoulder.",NA,NA,NA
"GLP003","CO","CL","107001566",NA,413,"CLSEQ","5010",NA,"Haircoat stained red on left shoulder.",NA,NA,NA
"GLP003","CO","CL","107001566",NA,414,"CLSEQ","5011",NA,"Haircoat stained red on left shoulder.",NA,NA,NA
"GLP003","CO","CL","107001566",NA,415,"CLSEQ","5012",NA,"Haircoat stained red on left shoulder.",NA,NA,NA
"GLP003","CO","CL","107001566",NA,416,"CLSEQ","5013",NA,"Haircoat stained red on left shoulder.",NA,NA,NA
"GLP003","CO","CL","107001566",NA,417,"CLSEQ","5014",NA,"Haircoat stained red on left shoulder.",NA,NA,NA
"GLP003","CO","CL","107001566",NA,418,"CLSEQ","5015",NA,"Haircoat stained red on left shoulder.",NA,NA,NA
"GLP003","CO","CL","107001566",NA,419,"CLSEQ","5016",NA,"Haircoat stained red on left shoulder.",NA,NA,NA
"GLP003","CO","CL","107001566",NA,420,"CLSEQ","5017",NA,"Haircoat stained red on left shoulder.",NA,NA,NA
"GLP003","CO","CL","107001566",NA,421,"CLSEQ","5018",NA,"Haircoat stained red on left shoulder.",NA,NA,NA
"GLP003","CO","CL","107001566",NA,422,"CLSEQ","5019",NA,"Haircoat stained red on left shoulder.",NA,NA,NA
"GLP003","CO","CL","107001566",NA,423,"CLSEQ","5020",NA,"Haircoat stained red on left shoulder.",NA,NA,NA
"GLP003","CO","CL","107001566",NA,424,"CLSEQ","5021",NA,"Haircoat stained red on left shoulder.",NA,NA,NA
"GLP003","CO","CL","107001566",NA,425,"CLSEQ","5022",NA,"Haircoat stained red on left shoulder.",NA,NA,NA
"GLP003","CO","CL","107001566",NA,426,"CLSEQ","5023",NA,"Haircoat stained red on left shoulder.",NA,NA,NA
"GLP003","CO","CL","107001566",NA,427,"CLSEQ","5024",NA,"Haircoat stained red on left shoulder.",NA,NA,NA
"GLP003","CO","CL","107001566",NA,428,"CLSEQ","5025",NA,"Haircoat stained red on left shoulder.",NA,NA,NA
"GLP003","CO","CL","107001566",NA,429,"CLSEQ","5026",NA,"Haircoat stained red on left shoulder.",NA,NA,NA
"GLP003","CO","CL","107001566",NA,430,"CLSEQ","5027",NA,"Haircoat stained red on left shoulder.",NA,NA,NA
"GLP003","CO","CL","107001566",NA,431,"CLSEQ","5028",NA,"Haircoat stained red on left shoulder.",NA,NA,NA
"GLP003","CO","CL","107001566",NA,432,"CLSEQ","5029",NA,"Haircoat stained red on left shoulder.",NA,NA,NA
"GLP003","CO","CL","107001566",NA,433,"CLSEQ","5030",NA,"Haircoat stained red on left shoulder.",NA,NA,NA
"GLP003","CO","CL","107001566",NA,434,"CLSEQ","5031",NA,"Haircoat stained red on left shoulder.",NA,NA,NA
"GLP003","CO","CL","107001566",NA,435,"CLSEQ","5032",NA,"Haircoat stained red on left shoulder.",NA,NA,NA
"GLP003","CO","CL","107001566",NA,436,"CLSEQ","5033",NA,"Haircoat stained red on left shoulder.",NA,NA,NA
"GLP003","CO","CL","107001566",NA,437,"CLSEQ","5034",NA,"Haircoat stained red on left shoulder.",NA,NA,NA
"GLP003","CO","CL","107001566",NA,438,"CLSEQ","5035",NA,"Haircoat stained red on both shoulders.",NA,NA,NA
"GLP003","CO","CL","107001566",NA,439,"CLSEQ","5036",NA,"Haircoat stained red on both shoulders.",NA,NA,NA
"GLP003","CO","CL","107001566",NA,440,"CLSEQ","5037",NA,"Haircoat stained red on both shoulders.",NA,NA,NA
"GLP003","CO","CL","107001566",NA,441,"CLSEQ","5038",NA,"Haircoat stained red on both shoulders.",NA,NA,NA
"GLP003","CO","CL","107001566",NA,442,"CLSEQ","5039",NA,"Haircoat stained red on both shoulders.",NA,NA,NA
"GLP003","CO","CL","107001566",NA,443,"CLSEQ","5040",NA,"Haircoat stained red on both shoulders.",NA,NA,NA
"GLP003","CO","CL","107001566",NA,444,"CLSEQ","5041",NA,"Haircoat stained red on both shoulders.",NA,NA,NA
"GLP003","CO","CL","107001566",NA,445,"CLSEQ","5042",NA,"Haircoat stained red on both shoulders.",NA,NA,NA
