"STUDYID","DOMAIN","USUBJID","POOLID","CLSEQ","CLGRPID","CLSPID","CLTESTCD","CLTEST","CLCAT","CLSCAT","CLBODSYS","CLORRES","CLSTRESC","CLRESCAT","CLSTAT","CLREASND","CLLOC","CLEVAL","CLSEV","CLEXCLFL","CLREASEX","VISITDY","CLDTC","CLDY","CLTPT","CLTPTNUM","CLELTM","CLTPTREF","CLRFTDTC"
"GLP003","CL","107001529",NA,686,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,25,"2007-07-08T13:25:12",25,NA,NA,NA,NA,NA
"GLP003","CL","107001529",NA,687,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,26,"2007-07-09T08:48:16",26,NA,NA,NA,NA,NA
"GLP003","CL","107001529",NA,688,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,27,"2007-07-10T12:36:31",27,NA,NA,NA,NA,NA
"GLP003","CL","107001529",NA,689,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,28,"2007-07-11T12:59:59",28,NA,NA,NA,NA,NA
"GLP003","CL","107001529",NA,690,NA,NA,"VOBS","Veterinary Examinations","PHYSICAL EXAM",NA,NA,"Discoloration, Head, Red","Discoloration",NA,NA,NA,"Head",NA,NA,NA,NA,22,"2007-07-05T11:16:34",22,NA,NA,NA,NA,NA
"GLP003","CL","107001529",NA,691,NA,NA,"VOBS","Veterinary Examinations","PHYSICAL EXAM",NA,NA,"Haircoat, abnormal, Head","Haircoat, abnormal",NA,NA,NA,"Head",NA,NA,NA,NA,22,"2007-07-05T11:16:34",22,NA,NA,NA,NA,NA
"GLP003","CL","107001529",NA,692,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Feces, unformed","Feces, unformed",NA,NA,NA,NA,NA,NA,NA,NA,2,"2007-06-15T07:09:00",2,NA,NA,NA,NA,NA
"GLP003","CL","107001529",NA,693,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Feces, unformed","Feces, unformed",NA,NA,NA,NA,NA,NA,NA,NA,19,"2007-07-02T07:11:00",19,NA,NA,NA,NA,NA
"GLP003","CL","107001529",NA,694,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Haircoat, abnormal, Head","Haircoat, abnormal",NA,NA,NA,"Head",NA,NA,NA,NA,22,"2007-07-05T13:55:18",22,NA,NA,NA,NA,NA
"GLP003","CL","107001529",NA,695,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Feces, unformed","Feces, unformed",NA,NA,NA,NA,NA,NA,NA,NA,27,"2007-07-10T06:12:00",27,NA,NA,NA,NA,NA
"GLP003","CL","107001529",NA,696,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Feces, unformed","Feces, unformed",NA,NA,NA,NA,NA,NA,NA,NA,29,"2007-07-12T06:20:00",29,NA,NA,NA,NA,NA
"GLP003","CL","107001529",NA,697,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"End-of-Dose Necropsy","End-of-Dose Necropsy",NA,NA,NA,NA,NA,NA,NA,NA,29,"2007-07-12T10:59:20",29,NA,NA,NA,NA,NA
"GLP003","CL","107001529",NA,698,NA,NA,"EOBS","Ophthalmologic Examinations","OPHTHALMOLOGY",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,-7,"2007-06-07T15:34:11",-7,NA,NA,NA,NA,NA
"GLP003","CL","107001529",NA,699,NA,NA,"EOBS","Ophthalmologic Examinations","OPHTHALMOLOGY",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,22,"2007-07-05T11:07:10",22,NA,NA,NA,NA,NA
"GLP003","CL","107001529",NA,700,NA,NA,"VOBS","Veterinary Examinations","PHYSICAL EXAM",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,-7,"2007-06-07T08:15:15",-7,NA,NA,NA,NA,NA
"GLP003","CL","107001528",NA,701,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,1,"2007-06-14T15:44:40",1,NA,NA,NA,NA,NA
"GLP003","CL","107001528",NA,702,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,2,"2007-06-15T15:03:03",2,NA,NA,NA,NA,NA
"GLP003","CL","107001528",NA,703,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,3,"2007-06-16T15:02:52",3,NA,NA,NA,NA,NA
"GLP003","CL","107001528",NA,704,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,4,"2007-06-17T10:51:04",4,NA,NA,NA,NA,NA
"GLP003","CL","107001528",NA,705,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,5,"2007-06-18T10:25:29",5,NA,NA,NA,NA,NA
"GLP003","CL","107001528",NA,706,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,6,"2007-06-19T15:27:23",6,NA,NA,NA,NA,NA
"GLP003","CL","107001528",NA,707,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,7,"2007-06-20T11:42:21",7,NA,NA,NA,NA,NA
"GLP003","CL","107001528",NA,708,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,8,"2007-06-21T11:10:19",8,NA,NA,NA,NA,NA
"GLP003","CL","107001528",NA,709,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,9,"2007-06-22T11:59:06",9,NA,NA,NA,NA,NA
"GLP003","CL","107001528",NA,710,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,10,"2007-06-23T15:46:51",10,NA,NA,NA,NA,NA
"GLP003","CL","107001528",NA,711,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,11,"2007-06-24T14:33:37",11,NA,NA,NA,NA,NA
"GLP003","CL","107001528",NA,712,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,12,"2007-06-25T14:10:50",12,NA,NA,NA,NA,NA
"GLP003","CL","107001528",NA,713,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,13,"2007-06-26T13:10:38",13,NA,NA,NA,NA,NA
"GLP003","CL","107001528",NA,714,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,14,"2007-06-27T11:26:20",14,NA,NA,NA,NA,NA
"GLP003","CL","107001528",NA,715,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,16,"2007-06-29T13:46:31",16,NA,NA,NA,NA,NA
"GLP003","CL","107001528",NA,716,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,17,"2007-06-30T13:54:10",17,NA,NA,NA,NA,NA
"GLP003","CL","107001528",NA,717,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,18,"2007-07-01T11:44:39",18,NA,NA,NA,NA,NA
"GLP003","CL","107001528",NA,718,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,19,"2007-07-02T11:59:16",19,NA,NA,NA,NA,NA
"GLP003","CL","107001528",NA,719,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,20,"2007-07-03T09:49:33",20,NA,NA,NA,NA,NA
"GLP003","CL","107001528",NA,720,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,21,"2007-07-04T13:23:23",21,NA,NA,NA,NA,NA
"GLP003","CL","107001528",NA,721,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,22,"2007-07-05T13:55:21",22,NA,NA,NA,NA,NA
"GLP003","CL","107001528",NA,722,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,23,"2007-07-06T10:59:10",23,NA,NA,NA,NA,NA
"GLP003","CL","107001528",NA,723,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,24,"2007-07-07T13:04:57",24,NA,NA,NA,NA,NA
"GLP003","CL","107001528",NA,724,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,25,"2007-07-08T13:25:14",25,NA,NA,NA,NA,NA
"GLP003","CL","107001528",NA,725,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,26,"2007-07-09T08:48:17",26,NA,NA,NA,NA,NA
"GLP003","CL","107001528",NA,726,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,27,"2007-07-10T12:36:32",27,NA,NA,NA,NA,NA
"GLP003","CL","107001528",NA,727,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,28,"2007-07-11T13:00:01",28,NA,NA,NA,NA,NA
"GLP003","CL","107001528",NA,728,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Soiling, perigenital","Soiling, perigenital",NA,NA,NA,NA,NA,NA,NA,NA,15,"2007-06-28T13:57:18",15,NA,NA,NA,NA,NA
"GLP003","CL","107001528",NA,729,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Haircoat, abnormal, Perigenital","Haircoat, abnormal",NA,NA,NA,"Perigenital",NA,NA,NA,NA,15,"2007-06-28T13:57:18",15,NA,NA,NA,NA,NA
"GLP003","CL","107001528",NA,730,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Feces, unformed","Feces, unformed",NA,NA,NA,NA,NA,NA,NA,NA,27,"2007-07-10T06:12:00",27,NA,NA,NA,NA,NA
"GLP003","CL","107001528",NA,731,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Feces, unformed","Feces, unformed",NA,NA,NA,NA,NA,NA,NA,NA,28,"2007-07-11T06:00:00",28,NA,NA,NA,NA,NA
"GLP003","CL","107001528",NA,732,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"End-of-Dose Necropsy","End-of-Dose Necropsy",NA,NA,NA,NA,NA,NA,NA,NA,29,"2007-07-12T10:59:25",29,NA,NA,NA,NA,NA
"GLP003","CL","107001528",NA,733,NA,NA,"EOBS","Ophthalmologic Examinations","OPHTHALMOLOGY",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,-7,"2007-06-07T15:34:11",-7,NA,NA,NA,NA,NA
"GLP003","CL","107001528",NA,734,NA,NA,"EOBS","Ophthalmologic Examinations","OPHTHALMOLOGY",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,22,"2007-07-05T11:07:10",22,NA,NA,NA,NA,NA
"GLP003","CL","107001528",NA,735,NA,NA,"VOBS","Veterinary Examinations","PHYSICAL EXAM",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,-7,"2007-06-07T08:15:15",-7,NA,NA,NA,NA,NA
"GLP003","CL","107001528",NA,736,NA,NA,"VOBS","Veterinary Examinations","PHYSICAL EXAM",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,22,"2007-07-05T11:49:48",22,NA,NA,NA,NA,NA
"GLP003","CL","107001576",NA,737,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,1,"2007-06-14T15:44:42",1,NA,NA,NA,NA,NA
"GLP003","CL","107001576",NA,738,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,2,"2007-06-15T15:03:05",2,NA,NA,NA,NA,NA
"GLP003","CL","107001576",NA,739,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,3,"2007-06-16T15:02:53",3,NA,NA,NA,NA,NA
"GLP003","CL","107001576",NA,740,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,4,"2007-06-17T10:51:05",4,NA,NA,NA,NA,NA
"GLP003","CL","107001576",NA,741,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,5,"2007-06-18T10:25:31",5,NA,NA,NA,NA,NA
"GLP003","CL","107001576",NA,742,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,6,"2007-06-19T15:27:24",6,NA,NA,NA,NA,NA
"GLP003","CL","107001576",NA,743,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,7,"2007-06-20T11:42:22",7,NA,NA,NA,NA,NA
"GLP003","CL","107001576",NA,744,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,8,"2007-06-21T11:10:21",8,NA,NA,NA,NA,NA
"GLP003","CL","107001576",NA,745,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,9,"2007-06-22T11:59:25",9,NA,NA,NA,NA,NA
"GLP003","CL","107001576",NA,746,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,10,"2007-06-23T15:47:30",10,NA,NA,NA,NA,NA
"GLP003","CL","107001576",NA,747,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,11,"2007-06-24T14:33:38",11,NA,NA,NA,NA,NA
"GLP003","CL","107001576",NA,748,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,12,"2007-06-25T14:10:51",12,NA,NA,NA,NA,NA
"GLP003","CL","107001576",NA,749,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,13,"2007-06-26T13:10:40",13,NA,NA,NA,NA,NA
"GLP003","CL","107001576",NA,750,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,14,"2007-06-27T11:26:21",14,NA,NA,NA,NA,NA
"GLP003","CL","107001576",NA,751,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,15,"2007-06-28T13:57:20",15,NA,NA,NA,NA,NA
"GLP003","CL","107001576",NA,752,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,16,"2007-06-29T13:46:33",16,NA,NA,NA,NA,NA
"GLP003","CL","107001576",NA,753,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,17,"2007-06-30T13:54:11",17,NA,NA,NA,NA,NA
"GLP003","CL","107001576",NA,754,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,18,"2007-07-01T11:44:40",18,NA,NA,NA,NA,NA
"GLP003","CL","107001576",NA,755,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,19,"2007-07-02T11:59:18",19,NA,NA,NA,NA,NA
"GLP003","CL","107001576",NA,756,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,20,"2007-07-03T09:49:34",20,NA,NA,NA,NA,NA
"GLP003","CL","107001576",NA,757,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,21,"2007-07-04T13:23:25",21,NA,NA,NA,NA,NA
"GLP003","CL","107001576",NA,758,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,23,"2007-07-06T10:59:20",23,NA,NA,NA,NA,NA
"GLP003","CL","107001576",NA,759,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,24,"2007-07-07T13:05:22",24,NA,NA,NA,NA,NA
"GLP003","CL","107001576",NA,760,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,25,"2007-07-08T13:25:15",25,NA,NA,NA,NA,NA
"GLP003","CL","107001576",NA,761,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,26,"2007-07-09T08:48:19",26,NA,NA,NA,NA,NA
"GLP003","CL","107001576",NA,762,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,27,"2007-07-10T12:36:33",27,NA,NA,NA,NA,NA
"GLP003","CL","107001576",NA,763,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,28,"2007-07-11T13:00:03",28,NA,NA,NA,NA,NA
"GLP003","CL","107001576",NA,764,NA,NA,"VOBS","Veterinary Examinations","PHYSICAL EXAM",NA,NA,"Discoloration, Head, Red","Discoloration",NA,NA,NA,"Head",NA,NA,NA,NA,22,"2007-07-05T11:17:39",22,NA,NA,NA,NA,NA
"GLP003","CL","107001576",NA,765,NA,NA,"VOBS","Veterinary Examinations","PHYSICAL EXAM",NA,NA,"Haircoat, abnormal, Head","Haircoat, abnormal",NA,NA,NA,"Head",NA,NA,NA,NA,22,"2007-07-05T11:17:39",22,NA,NA,NA,NA,NA
"GLP003","CL","107001576",NA,766,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Feces, unformed","Feces, unformed",NA,NA,NA,NA,NA,NA,NA,NA,2,"2007-06-15T07:09:00",2,NA,NA,NA,NA,NA
"GLP003","CL","107001576",NA,767,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Feces, unformed","Feces, unformed",NA,NA,NA,NA,NA,NA,NA,NA,20,"2007-07-03T07:15:00",20,NA,NA,NA,NA,NA
"GLP003","CL","107001576",NA,768,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Haircoat, abnormal, Head","Haircoat, abnormal",NA,NA,NA,"Head",NA,NA,NA,NA,22,"2007-07-05T13:56:19",22,NA,NA,NA,NA,NA
"GLP003","CL","107001576",NA,769,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"End-of-Dose Necropsy","End-of-Dose Necropsy",NA,NA,NA,NA,NA,NA,NA,NA,29,"2007-07-12T10:59:30",29,NA,NA,NA,NA,NA
"GLP003","CL","107001576",NA,770,NA,NA,"EOBS","Ophthalmologic Examinations","OPHTHALMOLOGY",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,-7,"2007-06-07T15:34:11",-7,NA,NA,NA,NA,NA
"GLP003","CL","107001576",NA,771,NA,NA,"EOBS","Ophthalmologic Examinations","OPHTHALMOLOGY",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,22,"2007-07-05T11:07:10",22,NA,NA,NA,NA,NA
"GLP003","CL","107001576",NA,772,NA,NA,"VOBS","Veterinary Examinations","PHYSICAL EXAM",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,-7,"2007-06-07T08:15:15",-7,NA,NA,NA,NA,NA
"GLP003","CL","107001616",NA,773,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,1,"2007-06-14T15:44:43",1,NA,NA,NA,NA,NA
"GLP003","CL","107001616",NA,774,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,2,"2007-06-15T15:03:06",2,NA,NA,NA,NA,NA
"GLP003","CL","107001616",NA,775,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,3,"2007-06-16T15:02:54",3,NA,NA,NA,NA,NA
"GLP003","CL","107001616",NA,776,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,4,"2007-06-17T10:51:26",4,NA,NA,NA,NA,NA
"GLP003","CL","107001616",NA,777,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,5,"2007-06-18T10:25:32",5,NA,NA,NA,NA,NA
"GLP003","CL","107001616",NA,778,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,6,"2007-06-19T15:27:26",6,NA,NA,NA,NA,NA
"GLP003","CL","107001616",NA,779,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,7,"2007-06-20T11:42:24",7,NA,NA,NA,NA,NA
"GLP003","CL","107001616",NA,780,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,8,"2007-06-21T11:10:22",8,NA,NA,NA,NA,NA
"GLP003","CL","107001616",NA,781,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,9,"2007-06-22T11:59:26",9,NA,NA,NA,NA,NA
"GLP003","CL","107001616",NA,782,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,10,"2007-06-23T15:47:34",10,NA,NA,NA,NA,NA
"GLP003","CL","107001616",NA,783,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,11,"2007-06-24T14:33:39",11,NA,NA,NA,NA,NA
"GLP003","CL","107001616",NA,784,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,12,"2007-06-25T14:10:53",12,NA,NA,NA,NA,NA
"GLP003","CL","107001616",NA,785,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,13,"2007-06-26T13:10:41",13,NA,NA,NA,NA,NA
"GLP003","CL","107001616",NA,786,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,14,"2007-06-27T11:26:23",14,NA,NA,NA,NA,NA
"GLP003","CL","107001616",NA,787,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,15,"2007-06-28T13:57:22",15,NA,NA,NA,NA,NA
"GLP003","CL","107001616",NA,788,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,16,"2007-06-29T13:46:35",16,NA,NA,NA,NA,NA
"GLP003","CL","107001616",NA,789,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,17,"2007-06-30T13:54:33",17,NA,NA,NA,NA,NA
"GLP003","CL","107001616",NA,790,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,18,"2007-07-01T11:45:03",18,NA,NA,NA,NA,NA
"GLP003","CL","107001616",NA,791,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,19,"2007-07-02T11:59:19",19,NA,NA,NA,NA,NA
"GLP003","CL","107001616",NA,792,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,20,"2007-07-03T09:49:36",20,NA,NA,NA,NA,NA
"GLP003","CL","107001616",NA,793,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,21,"2007-07-04T13:23:26",21,NA,NA,NA,NA,NA
"GLP003","CL","107001616",NA,794,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,22,"2007-07-05T13:56:28",22,NA,NA,NA,NA,NA
